label,volume,skel_size,cable_length,tag
11215,3816,26,345.9553838198226,small
8368,4928,26,345.9553838198226,small
13568,8164,24,346.2287061139998,small
13642,6160,34,346.842712474619,small
9954,4824,34,347.7091920654885,small
13117,5452,28,347.834070233014,small
11442,4804,28,347.834070233014,small
9737,3308,28,347.834070233014,small
7787,6292,28,347.8340702330141,small
6960,7228,32,347.8349042592925,small
11285,4900,26,348.2550026275646,small
8547,3620,26,348.25500262756464,small
11304,2396,28,348.70054982388353,small
6191,4208,35,348.7865548667724,small
6512,10320,25,348.88681823252955,small
7500,4908,30,349.71275664620543,small
19102,4995,28,350.13368904075605,small
13689,5216,34,350.1564209736038,small
10503,4960,28,351.0001686316255,small
10451,7100,32,351.59144305939697,small
6420,4464,28,351.86664822249503,small
7207,7340,25,352.34813683188764,small
13588,12016,32,352.4579226502664,small
8773,12161,30,352.878855044817,small
18902,3244,37,354.2741699796951,small
7903,10424,34,354.336609063458,small
7482,4332,31,354.39904814722064,small
5365,17468,35,354.84271247461896,small
8406,3044,28,355.30418604636304,small
5392,9280,29,356.70054982388353,small
8195,7084,28,356.7611060387256,small
12981,6233,32,357.92363985662,small
13335,7432,32,358.21886005736644,small
11407,8492,32,358.21886005736644,small
9536,4960,32,359.08533964823584,small
8481,4612,26,359.2102178157616,small
11831,3136,26,359.21021781576167,small
13562,10028,37,360.90158697766464,small
7637,6728,34,360.9640260614276,small
11797,6892,28,361.0889042289531,small
7269,5101,28,361.0889042289531,small
11798,6564,28,361.0889042289531,small
12870,4044,26,361.2146164227571,small
11909,8268,32,361.3849584559779,small
8927,3452,32,361.38495845597794,small
13578,10248,27,361.4492804086616,small
11069,4476,40,361.7056274847714,small
13626,6968,31,361.8929447360597,small
9855,5890,28,361.95538381982254,small
7921,4740,28,361.95538381982254,small
10989,5860,36,362.84271247461896,small
9732,5377,30,362.9675906421445,small
13454,15440,39,363.6467529817255,small
12182,6628,30,363.834070233014,small
8305,6560,30,363.834070233014,small
9257,6688,30,363.834070233014,small
11087,4228,24,363.9589484005395,small
13592,5196,26,364.6759350221152,small
11262,2272,26,364.6759350221152,small
5249,13512,35,364.78383797157335,small
12879,4772,30,365.26720944988654,small
9850,4284,26,365.8376348137312,small
8670,6832,30,365.8384688400096,small
9333,4892,30,366.133689040756,small
13087,4628,30,366.133689040756,small
5618,4960,34,366.1345230670345,small
13697,2144,30,367.0001686316256,small
19231,6552,37,367.52900397563417,small
5200,2608,37,367.52900397563417,small
5729,9356,34,367.5914430593971,small
8859,6500,28,367.71632122692256,small
13536,10116,23,367.9044725044894,small
6001,11156,27,368.3481368318877,small
12397,2632,28,368.4351907174188,small
6925,4044,28,368.5828008177921,small
10870,4776,28,368.5828008177921,small
13612,4299,26,369.2751726375992,small
13024,3048,28,369.4492804086616,small
11030,6288,31,369.510670649782,small
10438,15320,30,370.166267030237,small
6164,5440,36,370.336609063458,small
7104,6703,33,370.3990481472208,small
8524,5028,30,370.4614872309835,small
6830,5208,30,370.4614872309835,small
6152,6336,30,370.4614872309835,small
7799,7032,30,370.4614872309835,small
9672,7436,30,370.4614872309836,small
13203,5772,30,370.4614872309836,small
11476,5656,27,370.5239263147464,small
6991,15780,34,370.90515155838176,small
6845,3716,30,371.327966821853,small
6542,5920,30,371.327966821853,small
8338,5220,30,371.32796682185307,small
5092,10264,40,371.6467529817256,small
7113,9336,32,372.3401736441749,small
6933,9644,32,372.34017364417497,small
6384,10696,34,372.6381107401208,small
6380,6988,30,372.76110603872553,small
10350,4248,26,373.3315314025701,small
6226,4850,30,373.627585629595,small
6167,4412,28,374.1961281245189,small
5298,12168,35,374.7249634685276,small
13512,11000,24,374.8903828132466,small
9651,5532,34,375.0853396482361,small
5498,10812,19,375.4975836164433,small
13632,5552,32,376.5203617340293,small
11194,8612,36,376.9640260614274,small
8574,6452,33,377.0264651451903,small
12096,5796,30,377.08890422895297,small
13369,7096,30,377.088904228953,small
12944,6084,30,377.0889042289531,small
12426,6352,30,377.0889042289531,small
12790,4016,28,377.5098366235037,small
11794,5640,36,377.83050565229695,small
12666,6420,36,377.830505652297,small
7281,6912,30,377.9553838198226,small
13518,7644,23,378.01425832286833,small
5478,10200,19,378.4160233652882,small
10924,10056,31,378.4614872309836,small
6866,9240,32,378.9675906421445,small
7907,5644,32,378.9675906421445,small
8873,6684,32,378.9675906421445,small
13698,4332,43,379.0782104868018,small
13633,11472,36,379.4112549695427,small
6684,6504,32,379.8340702330141,small
5235,4272,39,380.21529547664943,small
12263,3368,30,380.2550026275645,small
7894,5950,30,380.40261272793776,small
13639,13576,37,380.7838379715732,small
10173,2244,34,380.8462770553361,small
5389,6944,36,381.14421415128174,small
13585,13560,33,381.2066532350445,small
13600,5392,24,381.3701897108429,small
5040,3524,40,381.58787847868,small
11491,6608,34,381.7127566462056,small
6677,4452,28,381.8376348137311,small
13630,8056,36,382.0106937421512,small
6160,5756,32,382.133689040756,small
7710,3276,30,382.55462143530656,small
8004,5692,30,382.5546214353066,small
9311,11168,28,382.70411440460055,small
7659,4344,28,382.7041144046006,small
9918,4284,28,382.7041144046007,small
5883,5724,30,383.71632122692256,small
11152,8844,30,383.71632122692256,small
13478,5120,30,383.71632122692256,small
4718,6208,37,384.097546470558,small
10605,7148,30,384.582800817792,small
12092,4904,30,384.582800817792,small
18761,6382,30,384.582800817792,small
12706,5796,30,384.582800817792,small
13575,8060,30,384.582800817792,small
9969,6848,30,384.5828008177921,small
13638,5532,40,384.9015869776645,small
7757,9768,32,385.595007640114,small
5234,6796,32,386.3138771306103,small
8063,6856,32,386.4614872309835,small
13530,17188,31,387.2409129363218,small
13598,11848,33,387.8340702330141,small
7328,5324,34,388.340173644175,small
12460,9060,34,388.3401736441751,small
11068,7396,34,388.3401736441751,small
13699,2321,43,389.01933598375615,small
11919,3004,34,389.2066532350445,small
11109,7104,28,389.33153140257,small
5324,9860,39,390.15642097360376,small
13692,2196,44,390.39191898578656,small
5364,7744,37,390.7249634685275,small
10606,6032,33,391.14777873199887,small
10842,5032,30,391.2102178157616,small
8589,6524,30,391.2102178157616,small
12970,5092,30,391.2102178157616,small
6485,7124,34,391.5062720427866,small
5803,2993,37,391.591443059397,small
6287,8244,32,391.92720443733697,small
5599,3092,26,392.0520826048627,small
7871,9316,32,392.9412941285798,small
13521,9920,25,393.0344283329029,small
10422,22564,32,393.08890422895297,small
13068,7080,32,393.08890422895297,small
5943,10648,32,393.088904228953,small
18880,6624,32,393.0889042289531,small
11792,3476,32,393.0889042289531,small
6728,5336,30,393.5098366235036,small
6309,8876,32,393.9553838198225,small
5121,7486,37,394.0386719675123,small
8463,3936,26,394.0802619873482,small
12538,18192,36,394.2514380468475,small
12154,9244,34,394.9675906421446,small
12215,10392,34,394.9675906421446,small
6159,7644,34,394.9675906421446,small
7244,12456,34,394.9675906421446,small
6506,7928,34,394.9675906421446,small
12360,10588,34,394.9675906421446,small
5716,10220,32,395.388523036695,small
7061,6188,32,395.388523036695,small
9218,7328,32,395.388523036695,small
5309,3792,43,395.6467529817256,small
12299,4532,34,395.834070233014,small
5403,14772,34,395.834070233014,small
19093,3662,28,395.9589484005396,small
9586,5352,28,395.9589484005396,small
6069,17524,32,396.4026127279378,small
5839,5452,36,397.5651465458322,small
10817,8888,36,397.7127566462056,small
10838,6616,30,397.83763481373103,small
12580,4884,30,397.83763481373103,small
11777,7152,30,397.8376348137311,small
13411,5152,30,397.8376348137311,small
11160,7396,30,397.8376348137311,small
10604,4764,34,398.13368904075605,small
13676,6480,40,398.1564209736037,small
5344,8688,28,398.5853165558668,small
13693,7820,41,399.5290039756343,small
9034,7704,32,399.7163212269225,small
6209,5076,32,399.71632122692256,small
7268,11004,32,399.71632122692256,small
7302,15504,35,400.372751633656,small
12832,2784,28,400.4105759156504,small
9713,6284,38,400.4579226502664,small
10131,12780,38,400.4579226502665,small
8557,6648,32,400.582800817792,small
11490,7432,32,400.582800817792,small
13294,5272,32,400.582800817792,small
9123,9812,34,401.59500764011415,small
10628,3228,32,401.720719833918,small
9289,5428,32,402.0159400346645,small
7421,6568,28,402.5863653985091,small
6860,6184,32,402.88241962553406,small
11964,3188,29,402.9448587092968,small
13535,12040,27,404.2322706947169,small
19008,6134,33,404.40261272793794,small
10787,7932,30,404.4650518117006,small
12017,6936,34,404.7611060387256,small
12270,5436,34,404.7611060387256,small
13517,18848,32,404.76298890764633,small
13421,18960,40,404.7838379715731,small
5322,18796,40,404.7838379715731,small
5299,6548,37,404.846277055336,small
10740,6900,32,405.182038433276,small
13365,6996,30,405.33153140257,small
9124,5808,30,405.3315314025701,small
12696,2972,30,405.3315314025701,small
6216,5132,28,405.75246379712064,small
13565,9380,26,406.1733961916712,small
11918,5381,24,406.32288916096513,small
9470,5612,32,406.343738224892,small
12802,8804,32,406.343738224892,small
5401,15909,37,406.579236237075,small
7884,9256,32,407.21021781576144,small
9877,6580,32,407.2102178157616,small
10192,11540,32,407.2102178157616,small
9600,8016,32,407.2102178157616,small
9529,6008,30,407.63115021031206,small
10421,4688,36,408.372751633656,small
12778,10780,34,409.0889042289531,small
6914,10056,34,409.0889042289531,small
10613,8188,34,409.0889042289531,small
7363,7084,34,409.0889042289531,small
5475,15804,32,409.5098366235035,small
7762,2088,32,409.50983662350353,small
11506,5720,28,410.08026198734814,small
11810,3032,33,410.5871994247876,small
13605,13732,42,410.842712474619,small
13513,12808,27,410.8596876926864,small
7340,8512,36,410.9675906421446,small
13352,10652,36,410.9675906421446,small
8083,5636,30,411.0924688096701,small
10626,5400,34,411.3885230366951,small
10927,5912,32,411.39040590561575,small
7640,3424,36,411.834070233014,small
10054,6404,30,411.9589484005396,small
10002,6796,30,411.9589484005396,small
12740,10436,30,411.9589484005396,small
6400,4048,30,411.9589484005396,small
5914,5708,30,411.95894840053967,small
11368,3724,24,412.9503061589346,small
7882,10884,32,413.83763481373103,small
12478,8000,32,413.8376348137311,small
5678,9866,32,413.8376348137312,small
9509,8352,30,414.25856720828153,small
11698,6332,30,414.2585672082817,small
8921,4988,30,415.1250467991512,small
13582,12200,36,415.2716080568821,small
5420,23704,40,415.2962228586504,small
12467,9872,34,415.7163212269226,small
12817,9368,34,415.7163212269226,small
11051,9812,34,415.7163212269227,small
12526,9712,34,415.7163212269227,small
7952,9400,34,415.7163212269227,small
9759,6348,34,415.7163212269227,small
11671,4344,34,415.7163212269227,small
10963,4812,36,416.0142583228683,small
7834,4134,32,416.13725362147306,small
8345,15860,30,416.13913649039387,small
8556,4180,34,416.5828008177921,small
7707,9760,34,416.5828008177921,small
5877,6864,28,416.7076789853176,small
6229,3596,28,416.70767898531767,small
10361,15000,32,417.0037332123426,small
13674,3736,49,417.1370849898476,small
11624,5544,36,417.5950076401141,small
12220,10804,34,418.0159400346647,small
5427,6724,32,418.1416522284685,small
5638,9192,36,418.4614872309835,small
7162,10876,36,418.4614872309835,small
12306,5796,36,418.4614872309835,small
9053,5284,36,418.4614872309835,small
12524,8828,30,418.5863653985091,small
6908,7712,30,418.5863653985091,small
8643,5316,30,418.5863653985091,small
12815,7872,30,418.58636539850914,small
5863,6766,30,418.58636539850914,small
11519,3828,24,418.6874627905447,small
10076,6564,24,418.6874627905447,small
5502,12584,27,418.7936840282066,small
10221,8060,31,418.94485870929685,small
9391,6108,28,419.0072977930597,small
7880,11319,30,419.4528449893786,small
8156,4008,30,419.4528449893786,small
12099,3508,34,419.7488992164036,small
13555,9444,27,419.786723498398,small
19240,35220,26,420.44231987885297,small
7633,10216,32,420.4650518117005,small
18763,8638,32,420.4650518117005,small
6606,6160,32,420.4650518117005,small
5312,15088,42,420.7838379715732,small
12669,6424,34,420.8868182325296,small
19078,8679,36,420.9087161390988,small
9168,11328,37,420.9719892491401,small
5814,6340,38,421.2066532350445,small
6432,6316,32,421.33153140257,small
9315,5108,32,421.3315314025701,small
13679,7425,40,421.352380466497,small
9747,14648,35,421.39292164369056,small
13481,12656,26,421.72784899535225,small
10638,23608,40,422.2188600573664,small
11978,4592,29,422.2604500772024,small
8918,6348,34,422.34373822489215,small
8543,7264,34,422.34373822489215,small
13282,7578,34,422.34373822489215,small
13502,11396,25,422.4387552981359,small
8470,10992,38,422.63979245191695,small
5395,14184,26,422.74193868659495,small
9673,10780,32,422.76467061944254,small
5510,26312,27,423.1767921407627,small
12972,7784,34,423.2102178157616,small
10393,10340,34,423.2102178157616,small
8011,7064,34,423.21021781576167,small
10575,9060,31,423.2726568995244,small
11444,4596,31,423.2726568995244,small
12997,4720,28,423.3350959832872,small
10906,8601,31,423.3384457476404,small
11604,5008,32,423.63115021031206,small
18994,5111,30,424.05208260486256,small
13233,11724,36,424.2224246380836,small
13593,16164,36,424.2224246380837,small
6774,6736,44,424.3954835665037,small
12380,9968,34,424.6433570326342,small
5196,20300,40,424.6660889654818,small
7955,4788,36,424.94129412857984,small
7510,9168,36,424.94129412857984,small
19185,8780,36,425.0651234534631,small
10764,9032,30,425.2137823964787,small
8813,8392,34,425.5098366235036,small
11265,6780,34,425.5098366235037,small
212,89148,25,425.5495437744188,small
13597,2396,26,425.7604269848332,small
13531,7056,42,425.830505652297,small
11247,5468,30,426.08026198734814,small
12090,8256,38,426.1011110512751,small
13527,12192,27,426.2665303959942,small
11750,6076,26,426.9221267764492,small
9553,8652,38,426.9675906421446,small
8933,11868,32,427.0924688096701,small
11780,7660,32,427.0924688096701,small
11001,6256,32,427.0924688096701,small
9092,10284,36,427.3885230366951,small
10096,6196,36,427.3885230366951,small
9029,3876,36,427.3885230366951,small
9625,6532,32,427.9589484005396,small
7326,9292,32,427.9589484005396,small
13563,10388,29,428.0213874843024,small
13483,14016,26,428.2076558929485,small
13590,7308,28,428.8008131896407,small
11520,6616,30,429.3939704863329,small
9635,10304,34,429.8376348137312,small
10447,11228,34,429.8376348137312,small
19237,8944,44,430.1564209736037,small
12463,8956,32,430.2585672082816,small
7250,6608,32,430.2585672082816,small
13636,6536,35,430.34373822489215,small
13144,43572,19,430.41853910336295,small
5124,14864,42,430.7249634685276,small
7348,15436,36,431.71632122692256,small
6262,7460,33,431.7787603106855,small
5400,18808,43,432.097546470558,small
5515,14984,28,432.3517014126047,small
6353,8668,33,432.6452399015549,small
12573,4952,30,432.7076789853176,small
10232,6031,30,432.70767898531767,small
5039,5260,30,432.8315083102009,small
5693,2236,38,433.1521773389943,small
13173,88936,25,433.3148797885143,small
13013,15336,29,433.3394945902827,small
13552,15388,31,434.0802619873481,small
9443,7252,32,434.586365398509,small
6221,9932,32,434.586365398509,small
7075,6336,32,434.5863653985091,small
11166,6252,32,434.5863653985091,small
12649,7564,32,434.5863653985091,small
13076,5552,32,434.5863653985091,small
11119,6167,29,434.6488044822719,small
11179,7000,36,434.88241962553406,small
13566,11400,33,434.9448587092969,small
8535,8000,30,435.0072977930596,small
11062,8852,34,435.3033520200846,small
13109,3332,28,435.4044494121202,small
7123,6764,34,435.4509621204579,small
19184,4174,29,435.7867234983979,small
11980,9576,34,436.1698316109541,small
7277,9896,40,436.3401736441751,small
5778,10016,34,436.4650518117006,small
5945,8124,34,436.4650518117007,small
8091,7280,34,436.4650518117007,small
11888,9252,34,436.4650518117007,small
10038,5416,38,436.76110603872553,small
19006,10514,38,436.9087161390988,small
11176,6956,36,437.18203843327615,small
10807,7892,34,437.3315314025701,small
7493,5578,28,437.4564095700957,small
10058,4724,30,438.1733961916712,small
6673,9316,36,438.34373822489215,small
7602,7788,36,438.34373822489215,small
11441,11860,36,438.34373822489215,small
7794,13480,36,438.34373822489215,small
6213,14596,34,438.46945041869617,small
5305,13676,43,438.7249634685275,small
