label,volume,skel_size,cable_length,tag
6972,10526,47,605.15847247415,small
4465,8439,50,606.5291726072599,small
6785,18233,52,606.9747198035788,small
6078,19873,38,607.3501883324338,small
4505,19764,49,609.3367776950836,small
3887,16725,43,609.4616558626092,small
6684,16777,47,610.91940988125,small
7343,23924,45,612.20682186667,small
7927,13601,45,613.0733014575396,small
7469,15837,48,613.15847247415,small
8883,42320,47,614.0855082798615,small
7454,14915,43,614.6559336437062,small
6193,31491,50,615.0371588873417,small
10830,44873,48,615.6057013822651,small
10412,8125,38,617.4389239297615,small
3543,40285,51,617.8428811062445,small
7697,14866,47,618.4133064700891,small
6276,10282,44,618.5995748787351,small
3420,19417,29,618.6165500968025,small
9476,17635,48,618.7717997808767,small
7249,6918,56,619.9589484005395,small
9608,15886,46,620.3544319670433,small
6052,14615,53,622.0764962495067,small
9125,11580,43,622.1498302325451,small
10319,31890,40,622.2122693163078,small
9699,21903,37,622.3985377249539,small
7621,10780,43,623.5829694494178,small
10765,11768,43,624.4494490402872,small
10737,12372,43,624.4494490402872,small
3477,12269,43,624.5970591406603,small
6061,17519,44,624.6603322507016,small
4293,9092,56,624.8534062167702,small
9556,25046,44,625.1031625518214,small
8325,26633,39,625.2913138293881,small
3557,20442,52,625.6952710058713,small
7044,12732,60,625.8683299342914,small
6794,13489,52,625.9904912066179,small
5295,19450,60,627.7442994522837,small
5044,9482,60,629.4772586340226,small
9191,22777,51,629.6645758853111,small
7749,9701,48,630.5934945599433,small
3589,22739,39,630.6332017108584,small
10807,33739,42,630.8422020523523,small
7462,15538,43,631.3483054635132,small
7914,36268,50,631.458091281892,small
3682,16270,50,631.6057013822655,small
7909,16870,38,632.6981565326961,small
3986,16527,50,633.9053201900075,small
9551,11794,52,634.3508673863263,small
9987,13825,62,635.5361331370683,small
7602,19262,51,636.2919928832805,small
9322,15986,51,637.1584724741501,small
7187,14538,43,637.7042830362261,small
5127,17428,50,638.2331183802349,small
6994,15620,56,638.9747198035786,small
6938,8320,47,639.1620370548671,small
4833,21744,44,639.2244761386299,small
10372,10205,48,639.3729202652816,small
4181,22181,51,639.6057013822654,small
5102,15239,48,640.5346200568976,small
7912,24970,45,641.3159286311567,small
4063,10687,48,642.9818489650128,small
8516,52202,52,644.2919928832806,small
10407,18971,50,644.8605353782044,small
7899,28578,46,645.2833506416756,small
6100,20534,52,645.5775219997798,small
5061,17456,47,645.7894540528366,small
7929,19255,63,648.4305909532989,small
4049,22598,43,648.6594982244233,small
9201,17062,50,648.8931133676854,small
7716,21961,47,648.9555524514482,small
4711,14926,48,649.6092659629822,small
9495,18193,51,650.4133064700891,small
10343,42496,29,651.4584148859037,small
8792,14314,50,651.4879523761739,small
8891,34872,57,653.8735762268049,small
7513,10834,64,653.9833620451836,small
7906,48360,60,654.2539674441618,small
9675,18135,55,655.0371588873415,small
9833,22272,46,655.0768660382566,small
9599,6415,52,655.9422967864839,small
9433,8444,52,655.9660775619737,small
8493,16033,54,656.9782843842958,small
6229,14431,46,657.5240949463719,small
9616,27709,37,658.4302816881567,small
3577,11454,42,658.4897890603562,small
8882,20207,38,658.9363850993175,small
6471,22342,46,660.6901933449834,small
3590,23588,43,660.7288516532562,small
3877,17097,47,660.7772472305146,small
8853,27062,47,661.0486866557711,small
5328,26748,43,661.856291743595,small
6042,20673,44,663.2869152223927,small
6241,13754,39,664.4891561912021,small
8422,9130,56,665.1891675947103,small
4473,8433,39,665.6508559828183,small
3440,14460,64,666.3717164502531,small
6716,14223,47,666.5381846376147,small
6283,22707,47,666.5381846376147,small
3672,19659,52,667.1927321754274,small
7753,22434,53,668.8605353782043,small
6723,18005,43,669.4082288092013,small
9576,24303,48,670.2103864473871,small
9387,10775,52,671.7919697909114,small
8825,20184,50,672.236682960952,small
9602,23948,50,672.236682960952,small
6090,11828,56,673.8447639751653,small
7181,17118,46,675.1067271325384,small
6688,13213,52,675.7007184555091,small
4552,29679,44,675.8274794919554,small
3873,10043,60,678.4686163924177,small
6810,20690,45,678.7808118112317,small
6786,18667,50,679.7305795497911,small
5203,12106,52,682.4757455538519,small
3584,10776,60,683.3630742086483,small
7403,16418,55,683.8464456869616,small
10658,7924,50,684.0345969645285,small
8887,19690,48,684.1840899338224,small
6313,32496,61,684.5880471103056,small
9111,18608,43,684.815071512509,small
6324,14168,51,685.2833506416757,small
7085,78442,56,686.2331183802347,small
4994,15799,51,686.7164898585482,small
6155,14501,49,686.7183727274689,small
9189,13275,47,687.2869152223927,small
9552,11691,60,687.3956521981291,small
6557,32706,51,687.5829694494178,small
4731,29519,55,688.1742438771892,small
7376,12332,64,688.8534062167703,small
4673,15667,47,689.0198744041315,small
6216,15709,52,689.1031625518215,small
4776,23468,54,690.1153693741434,small
4886,11130,64,691.8718945150084,small
4085,41693,52,692.4168710508062,small
6990,8132,60,692.5899299792262,small
5272,18055,59,692.7980962944416,small
6112,8642,52,693.1357405413023,small
3871,23411,59,694.2312355113143,small
9657,19374,48,694.2728255311498,small
7594,14371,55,695.6681404660281,small
4495,9937,55,695.6681404660281,small
8706,18854,51,698.5381846376147,small
9517,33687,56,698.6214727853044,small
6615,23954,52,699.763157539272,small
7208,22324,60,700.6504861940683,small
7933,18632,51,700.8378034453568,small
4914,10672,64,702.1082402127092,small
9574,24044,55,702.2955574639976,small
7459,17630,50,702.778928942311,small
8317,23504,67,703.6265504461924,small
3980,16798,56,703.6681404660281,small
6057,22065,48,704.4853904533608,small
6917,19822,51,706.0320812264538,small
6554,22788,44,706.9363850993175,small
9352,12518,56,706.9818489650128,small
9396,23139,56,706.981848965013,small
9573,15585,44,708.0980848909336,small
6370,25000,61,708.4790953182049,small
6779,24406,58,708.7129252778312,small
4541,35692,55,708.9229744619672,small
3837,20593,52,710.7183727274689,small
6055,33660,46,710.8432508949944,small
8632,22433,55,711.2225932697093,small
10825,28176,44,711.4117933899183,small
8790,20334,51,711.7930186335536,small
3942,23893,52,712.1515119443415,small
8833,10396,52,713.017991535211,small
6743,10708,60,713.3386605640043,small
4926,16753,50,713.7341441305081,small
8726,20980,54,713.8825882571598,small
7128,13764,50,715.467103312247,small
6174,24536,59,715.8464456869617,small
9452,27396,50,716.0337629382501,small
7136,24981,55,716.4168710508062,small
4714,21967,52,716.479310134569,small
7780,17189,52,716.7507495598255,small
4793,18503,47,716.9626816128823,small
5291,18148,52,717.3457897254384,small
3840,19523,52,717.3457897254385,small
4183,13073,60,718.2331183802348,small
7253,17751,56,719.3702033700824,small
3771,14373,60,720.5327371879769,small
4095,17488,60,721.5468268792197,small
9435,22486,60,723.8464456869616,small
10389,17948,55,725.491516956891,small
7375,14862,51,725.9143322203622,small
8768,5579,48,725.952990528635,small
6580,13255,45,726.9056899787573,small
3472,12354,60,727.1601541859463,small
8271,13657,60,727.1601541859465,small
4426,16825,47,727.6226766003327,small
9567,35808,56,727.730579549791,small
7158,27832,56,727.7305795497911,small
7381,10157,52,728.5724443388921,small
4125,13866,44,728.8468154757117,small
3711,15841,55,730.5381846376147,small
8614,35701,55,730.5381846376147,small
4345,16614,63,730.5590337015416,small
5316,20254,52,732.03376293825,small
7478,22544,60,732.9210915930465,small
9561,22884,51,733.4082288092013,small
8673,18012,51,733.4082288092013,small
7455,11112,56,734.0627763470139,small
4744,9551,60,734.0873911487823,small
5339,29965,50,734.3352646149128,small
3766,18820,47,734.3977036986755,small
6910,14536,64,734.9501050018102,small
6678,16454,43,734.9681290625201,small
7636,21387,58,735.2225932697093,small
9138,20870,61,736.1742438771892,small
5132,25767,47,736.5259316305543,small
9940,20152,43,737.1201377698889,small
7817,9079,39,738.2334419842464,small
4524,20096,51,739.1691662163014,small
9249,12444,60,739.8483285558824,small
10589,17752,56,739.9713238544872,small
4222,15159,68,740.7356572106788,small
4342,32229,59,740.9229744619672,small
8320,35536,43,743.7475547678584,small
8261,16592,48,744.6973225064174,small
4024,24465,55,745.2261578504263,small
9663,12900,63,745.5468268792196,small
3554,45031,71,745.5676759431467,small
7615,13892,60,745.6092659629825,small
8776,27506,55,746.0926374412957,small
4033,14035,55,746.0926374412958,small
6343,28027,51,746.6630628051403,small
4212,24871,48,746.7255018889031,small
9437,16394,49,747.0839951996909,small
5165,13030,64,747.3384594068798,small
4392,29730,56,747.4652204433261,small
8583,35719,48,747.5919814797726,small
7332,35806,48,747.863420905029,small
3705,26312,54,748.03376293825,small
7321,19389,50,748.6041883020946,small
9414,10482,48,748.8775105962718,small
6403,12995,64,749.0714185886188,small
6875,23600,58,749.4915169568911,small
9421,35864,56,749.9124493514415,small
9914,21986,55,750.4204356315231,small
3458,23234,44,750.4620256513591,small
3780,30872,52,750.4828747152861,small
10374,16133,46,750.5839721073216,small
3970,13405,55,751.2869152223927,small
9610,40650,48,753.2053087864992,small
4448,17242,51,753.2904798031099,small
4998,12186,60,753.374601977078,small
7784,18975,56,754.240247541669,small
5024,21452,68,754.8569707974873,small
10397,19444,68,754.8569707974874,small
5041,23362,51,756.4565782017213,small
7038,15170,60,756.835920576436,small
7103,21157,47,757.0270035655657,small
4292,20036,53,757.1735648232968,small
4839,15689,50,757.2360039070596,small
9398,14340,56,757.4063459402805,small
7882,46113,49,758.0154296123978,small
6798,11420,60,758.8640999589215,small
9233,24018,43,759.0067873707928,small
5128,14976,56,759.1393051220196,small
3892,20477,58,759.285032353472,small
6701,15213,60,759.7305795497911,small
3770,14639,53,759.7684038317852,small
7490,15802,51,759.9178968010795,small
3327,28851,52,760.1287800114937,small
10328,12041,58,760.299122044715,small
7091,40154,52,760.5762100767336,small
7917,26897,51,760.6367662915757,small
7642,25896,56,761.734144130508,small
9358,15533,57,762.0926374412958,small
3803,18489,62,762.1759255889855,small
8800,12016,56,762.6006237213775,small
3597,25761,55,763.0848292259692,small
6616,18454,48,763.1464342834536,small
3961,47210,55,763.6752696274623,small
9309,10836,44,764.112128397438,small
6919,22291,76,765.8376348137311,small
7060,15605,55,765.9748884352043,small
9704,13773,51,766.2500935983023,small
6124,32694,60,766.3579965477604,small
9129,16170,68,767.245325202557,small
6522,26123,51,767.4117933899183,small
5115,19915,51,767.4117933899183,small
7926,25472,59,767.5564717787286,small
7812,12199,52,768.6367662915756,small
3411,19411,45,768.67459057357,small
7889,60417,56,769.0804306189738,small
6226,19908,52,769.2034259175786,small
7781,20106,50,769.3529188868727,small
8862,14935,64,769.8201491733969,small
5139,32472,66,770.2610966055962,small
7871,30680,40,770.2958810680092,small
7066,18153,56,770.6611799362195,small
7456,22606,52,771.2316053000642,small
4814,14021,68,771.2779031920379,small
4469,16022,68,771.4255132924112,small
5315,32789,33,771.7952251064861,small
3466,37162,60,771.9713238544872,small
9693,24786,46,772.2229630584592,small
4103,25461,63,772.9229744619671,small
6493,13368,64,773.281467772755,small
9702,19170,56,773.827278334831,small
7759,16894,68,773.8727422005265,small
6746,17638,51,774.0392103878879,small
7443,26416,55,774.3352646149128,small
6546,20602,59,774.9265390426843,small
4577,42337,56,774.988978126447,small
7599,30564,63,775.2225932697091,small
4596,20787,56,775.2604175517035,small
6259,26662,43,775.4515005408334,small
4071,20824,50,775.5375055837223,small
10738,16550,60,776.2991220447147,small
7644,20278,55,776.6348834226548,small
6778,23707,55,777.7965832142708,small
7047,17057,64,778.4757455538519,small
5048,55047,53,779.0839951996909,small
9457,24778,54,779.7377087112251,small
4100,28593,60,780.3317000341958,small
6298,18335,54,780.6041883020945,small
7123,31809,51,780.6666273858574,small
7662,20263,50,781.4460530911957,small
5008,21999,48,781.5955460604896,small
6070,46740,45,781.6342043687624,small
9263,15471,68,782.2331183802349,small
4154,19191,60,782.778928942311,small
4504,22108,54,782.9038071098366,small
5159,23139,59,783.2869152223927,small
7226,25126,48,783.8951648682316,small
7039,21472,61,784.2991220447147,small
3690,21193,58,784.3615611284777,small
7815,14105,60,784.51188812405,small
4647,8953,64,785.1031625518214,small
6161,25690,52,785.3529188868727,small
7445,21405,51,786.1323445922109,small
7730,18686,68,786.2656963697158,small
2483,137865,60,786.5116869669256,small
6203,15316,41,786.5324279228345,small
4689,10194,56,786.7868921300236,small
4889,12091,60,787.1067271325386,small
4054,15753,68,787.6988355865884,small
4599,30436,63,788.4774272656481,small
6925,16029,59,789.0478526294928,small
7004,16339,59,789.0478526294929,small
4859,24140,54,790.3977036986756,small
5256,23558,68,790.5934945599433,small
10275,40113,63,790.7770460733904,small
6614,28305,60,791.2869152223927,small
3482,14462,50,792.4012682793926,small
9707,20379,61,793.2261578504264,small
7407,20792,54,793.8590222980337,small
9239,14950,64,794.0301983575329,small
7932,19408,76,795.5088014401009,small
3928,26157,56,795.7377087112251,small
4476,13525,68,796.3544319670434,small
7360,9050,56,797.3230577925908,small
8724,20418,58,797.6163951244167,small
6274,19728,72,797.664575885311,small
9179,25655,62,797.9124493514416,small
7129,15047,51,797.9540393712773,small
7859,38374,66,798.3561136788398,small
3521,25460,52,799.4504516981912,small
8860,22680,72,800.1118047934264,small
4243,50009,52,801.7738512814232,small
10719,20320,60,801.7947003453502,small
6081,34919,57,802.023069196099,small
3932,26212,72,802.5590337015417,small
8662,45676,63,802.5987408524568,small
6604,10093,60,803.5276595270891,small
7832,26382,54,803.6525376946147,small
4601,11921,64,804.1189339548605,small
8874,30083,47,804.1377920418487,small
4068,14330,60,804.3941391179585,small
9653,24641,56,804.6647445169366,small
6041,7556,78,804.8813844421314,small
6619,12793,68,805.281467772755,small
6698,8345,68,805.4290778731282,small
9670,15938,59,805.4687850240433,small
7700,34037,58,805.8291612037518,small
9416,20153,55,806.0392103878878,small
10219,43107,63,806.0600594518148,small
5337,26978,57,806.9038071098366,small
6889,35884,52,807.2395684877768,small
4498,29158,58,807.4099105209976,small
4785,23629,51,808.9092545594744,small
6108,24094,58,810.8712291203557,small
7027,13239,68,810.8947950794818,small
3600,24110,55,811.0785477500528,small
8297,37985,51,811.3327026920997,small
4147,28381,72,811.6336796076265,small
4847,79833,62,812.4574122279997,small
3444,23998,76,812.9438235258942,small
10408,27454,58,813.0232378277244,small
9514,17908,68,815.3702033700825,small
8702,30213,68,815.3702033700825,small
10178,22495,62,815.4950815376081,small
4329,17020,51,815.5366715574439,small
4441,20379,48,815.5991106412068,small
4264,57951,48,815.72293996609,small
9529,34573,47,815.8118767205419,small
6399,24472,60,817.6489731138976,small
6703,15338,60,817.6489731138977,small
3897,30605,51,817.6886802648128,small
9559,22850,51,817.8362903651861,small
5062,16783,52,818.1947836759737,small
8661,19825,64,818.240247541669,small
5081,18474,68,818.536301768694,small
4756,25301,56,818.7860581037451,small
3648,12602,64,818.811506931792,small
4610,40963,72,819.1275761964655,small
6200,37226,55,819.2940443838269,small
4559,18521,56,819.6525376946146,small
6760,40039,59,820.0091481364816,small
4664,37711,60,820.2438121223861,small
6269,19552,49,820.2854021422221,small
7770,24287,52,820.4944024837158,small
4738,14511,64,820.539866349411,small
4220,32052,62,820.9607987439616,small
9578,54367,71,821.0687016934197,small
7364,28154,60,821.1102917132557,small
4124,21933,54,821.2351698807812,small
3971,14482,68,821.7024001673055,small
10599,64710,59,822.6085869090901,small
7816,28757,59,823.05141721021,small
4614,33310,55,823.3266223733079,small
10832,43403,48,823.3406658798121,small
6853,26136,63,823.3474714372347,small
7280,15416,68,823.4353593490445,small
3698,26517,67,823.9387458650064,small
10720,25032,56,823.9803358848421,small
4912,29735,64,824.001184948769,small
8258,21771,60,824.276390111867,small
6170,16829,60,824.2763901118672,small
6562,24020,60,824.4240002122403,small
6898,13357,59,825.351036017952,small
3930,63401,60,825.7095293287397,small
4218,15371,58,825.7114121976605,small
3913,14721,55,825.9214613817965,small
9454,30597,67,826.2383646727484,small
6060,32308,77,826.7047609329942,small
5266,42553,55,826.7879409726659,small
4666,24207,68,826.8966779484025,small
8434,52531,64,827.1672833473805,small
9524,25121,44,827.3724098430148,small
8997,15820,60,827.7377087112251,small
5149,27054,63,829.1084088443348,small
6818,32485,68,829.3439068565177,small
6211,18386,48,829.9918636532718,small
3844,16972,68,830.3579965477605,small
5244,34918,62,830.4828747152861,small
8675,47997,70,830.503723779213,small
7340,21023,59,830.5453137990489,small
8242,12481,60,830.9038071098366,small
9394,13085,64,831.1998613368614,small
